"","ID","RP","SP","RP_journey","SP_task","av_car","av_rail","time_car","cost_car","time_rail","cost_rail","access_rail","service_rail","female","business","income","choice"
"3684",231,0,1,NA,2,1,1,250,50,120,75,5,3,0,1,28453,2
"3685",231,0,1,NA,3,1,1,300,30,155,75,25,2,0,1,28453,1
"3686",231,0,1,NA,4,1,1,250,40,170,35,25,2,0,1,28453,2
"3688",231,0,1,NA,6,1,1,275,45,170,35,10,2,0,1,28453,1
"3689",231,0,1,NA,7,1,1,275,50,120,75,15,3,0,1,28453,2
"3690",231,0,1,NA,8,1,1,250,45,170,45,20,2,0,1,28453,2
"3691",231,0,1,NA,9,1,1,390,35,140,55,10,1,0,1,28453,2
"3692",231,0,1,NA,10,1,1,345,35,140,45,25,3,0,1,28453,2
"3693",231,0,1,NA,11,1,1,345,45,120,35,5,1,0,1,28453,2
"3694",231,0,1,NA,12,1,1,250,50,130,75,15,3,0,1,28453,1
"3695",231,0,1,NA,13,1,1,275,45,140,65,15,2,0,1,28453,2
"3697",232,1,0,1,NA,1,1,390,35,140,45,20,0,1,0,74743,2
"3698",232,1,0,2,NA,1,1,275,50,155,35,20,0,1,0,74743,1
"3699",232,0,1,NA,1,1,1,300,40,170,35,25,2,1,0,74743,2
"3700",232,0,1,NA,2,1,1,345,40,130,55,20,3,1,0,74743,1
"3701",232,0,1,NA,3,1,1,345,35,130,65,5,2,1,0,74743,2
"3702",232,0,1,NA,4,1,1,275,40,140,55,20,1,1,0,74743,2
"3703",232,0,1,NA,5,1,1,275,45,130,35,15,3,1,0,74743,2
"3704",232,0,1,NA,6,1,1,250,50,140,55,25,1,1,0,74743,1
"3705",232,0,1,NA,7,1,1,390,30,130,75,10,2,1,0,74743,2
"3706",232,0,1,NA,8,1,1,250,35,155,55,20,2,1,0,74743,2
"3707",232,0,1,NA,9,1,1,300,35,140,45,20,2,1,0,74743,2
"3708",232,0,1,NA,10,1,1,390,30,130,75,10,1,1,0,74743,1
"3710",232,0,1,NA,12,1,1,300,40,170,45,5,1,1,0,74743,1
"3711",232,0,1,NA,13,1,1,345,45,130,45,10,1,1,0,74743,2
"3712",232,0,1,NA,14,1,1,275,50,120,75,5,3,1,0,74743,1
"3745",235,1,0,1,NA,1,1,390,40,130,75,15,0,0,0,24280,1
"3746",235,1,0,2,NA,1,1,300,45,140,45,10,0,0,0,24280,1
"3747",235,0,1,NA,1,1,1,250,45,170,35,25,2,0,0,24280,1
"3748",235,0,1,NA,2,1,1,275,50,140,35,15,3,0,0,24280,2
"3749",235,0,1,NA,3,1,1,390,40,120,75,20,3,0,0,24280,1
"3750",235,0,1,NA,4,1,1,300,40,170,35,5,3,0,0,24280,2
"3751",235,0,1,NA,5,1,1,345,30,155,55,20,3,0,0,24280,1
"3752",235,0,1,NA,6,1,1,275,40,170,35,25,3,0,0,24280,1
"3754",235,0,1,NA,8,1,1,300,50,130,75,5,2,0,0,24280,1
"3755",235,0,1,NA,9,1,1,250,30,170,55,20,3,0,0,24280,1
"3757",235,0,1,NA,11,1,1,275,50,155,55,20,1,0,0,24280,1
"3758",235,0,1,NA,12,1,1,345,30,140,65,20,3,0,0,24280,1
"3759",235,0,1,NA,13,1,1,250,50,120,75,10,2,0,0,24280,1
"3760",235,0,1,NA,14,1,1,300,35,170,35,25,2,0,0,24280,1
"3761",236,1,0,1,NA,1,1,300,35,155,35,15,0,0,1,44753,2
"3762",236,1,0,2,NA,1,1,390,30,120,55,15,0,0,1,44753,2
"3765",236,0,1,NA,3,1,1,250,50,140,75,10,3,0,1,44753,2
"3766",236,0,1,NA,4,1,1,275,35,140,65,20,3,0,1,44753,2
"3768",236,0,1,NA,6,1,1,390,35,130,35,10,1,0,1,44753,2
"3770",236,0,1,NA,8,1,1,300,40,155,35,5,2,0,1,44753,2
"3771",236,0,1,NA,9,1,1,275,40,170,55,25,2,0,1,44753,2
"3772",236,0,1,NA,10,1,1,345,35,170,45,5,2,0,1,44753,2
"3773",236,0,1,NA,11,1,1,275,50,155,55,15,2,0,1,44753,2
"3775",236,0,1,NA,13,1,1,250,50,120,65,10,1,0,1,44753,2
"3776",236,0,1,NA,14,1,1,345,40,155,45,5,2,0,1,44753,2
"3796",238,0,1,NA,2,1,1,300,30,140,75,25,2,0,0,29780,1
"3797",238,0,1,NA,3,1,1,390,30,130,65,25,3,0,0,29780,1
"3798",238,0,1,NA,4,1,1,300,40,130,75,10,3,0,0,29780,1
"3799",238,0,1,NA,5,1,1,300,45,120,35,10,2,0,0,29780,2
"3800",238,0,1,NA,6,1,1,275,30,170,35,25,2,0,0,29780,1
"3801",238,0,1,NA,7,1,1,300,40,155,65,20,1,0,0,29780,1
"3802",238,0,1,NA,8,1,1,345,35,170,35,15,1,0,0,29780,2
"3803",238,0,1,NA,9,1,1,250,40,170,45,10,2,0,0,29780,1
"3804",238,0,1,NA,10,1,1,345,35,155,35,10,1,0,0,29780,1
"3805",238,0,1,NA,11,1,1,390,35,170,35,25,3,0,0,29780,2
"3806",238,0,1,NA,12,1,1,250,45,140,65,25,2,0,0,29780,1
"3807",238,0,1,NA,13,1,1,250,40,170,35,25,2,0,0,29780,2
"3825",240,1,0,1,NA,1,1,390,35,130,75,25,0,1,0,61566,1
"3826",240,1,0,2,NA,1,1,300,45,170,35,5,0,1,0,61566,2
"3827",240,0,1,NA,1,1,1,300,30,170,55,25,2,1,0,61566,1
"3828",240,0,1,NA,2,1,1,345,45,130,35,5,3,1,0,61566,2
"3829",240,0,1,NA,3,1,1,390,35,155,55,15,1,1,0,61566,1
"3830",240,0,1,NA,4,1,1,300,45,120,55,5,3,1,0,61566,2
"3831",240,0,1,NA,5,1,1,345,30,170,45,10,2,1,0,61566,2
"3832",240,0,1,NA,6,1,1,345,30,120,75,10,2,1,0,61566,1
"3833",240,0,1,NA,7,1,1,250,50,120,45,20,2,1,0,61566,1
"3834",240,0,1,NA,8,1,1,275,35,170,35,20,3,1,0,61566,2
"3835",240,0,1,NA,9,1,1,275,50,120,45,15,3,1,0,61566,2
"3836",240,0,1,NA,10,1,1,275,50,120,45,20,2,1,0,61566,2
"3837",240,0,1,NA,11,1,1,275,50,130,65,15,3,1,0,61566,2
"3838",240,0,1,NA,12,1,1,345,30,140,75,5,2,1,0,61566,2
"3839",240,0,1,NA,13,1,1,250,50,130,65,10,2,1,0,61566,2
"3840",240,0,1,NA,14,1,1,390,35,140,55,5,1,1,0,61566,2
"3857",242,1,0,1,NA,1,1,390,30,130,75,10,0,0,0,18007,1
"3859",242,0,1,NA,1,1,1,300,40,170,35,25,2,0,0,18007,2
"3860",242,0,1,NA,2,1,1,345,40,130,55,20,3,0,0,18007,1
"3861",242,0,1,NA,3,1,1,390,35,140,45,20,1,0,0,18007,2
"3862",242,0,1,NA,4,1,1,345,35,130,65,5,2,0,0,18007,1
"3863",242,0,1,NA,5,1,1,275,40,140,55,20,1,0,0,18007,2
"3864",242,0,1,NA,6,1,1,275,45,130,35,15,3,0,0,18007,2
"3865",242,0,1,NA,7,1,1,250,50,140,55,25,1,0,0,18007,2
"3866",242,0,1,NA,8,1,1,250,35,155,55,20,2,0,0,18007,1
"3867",242,0,1,NA,9,1,1,300,35,140,45,20,2,0,0,18007,1
"3868",242,0,1,NA,10,1,1,390,35,140,75,20,1,0,0,18007,1
"3869",242,0,1,NA,11,1,1,275,50,155,35,20,1,0,0,18007,2
"3870",242,0,1,NA,12,1,1,300,40,170,45,5,1,0,0,18007,1
"3872",242,0,1,NA,14,1,1,275,50,120,75,5,3,0,0,18007,1
"3937",247,1,0,1,NA,1,1,250,50,120,65,20,0,0,1,57271,2
"3938",247,1,0,2,NA,1,1,300,45,170,45,5,0,0,1,57271,2
"3939",247,0,1,NA,1,1,1,275,50,120,45,5,1,0,1,57271,2
"3940",247,0,1,NA,2,1,1,275,45,170,55,25,3,0,1,57271,1
"3941",247,0,1,NA,3,1,1,275,45,155,35,5,1,0,1,57271,1
"3942",247,0,1,NA,4,1,1,300,45,155,65,20,1,0,1,57271,2
"3943",247,0,1,NA,5,1,1,390,35,155,65,15,3,0,1,57271,1
"3944",247,0,1,NA,6,1,1,275,40,155,55,5,3,0,1,57271,2
"3945",247,0,1,NA,7,1,1,250,45,170,35,15,3,0,1,57271,2
"3946",247,0,1,NA,8,1,1,275,40,170,35,15,3,0,1,57271,2
"3947",247,0,1,NA,9,1,1,275,30,155,65,25,2,0,1,57271,2
"3948",247,0,1,NA,10,1,1,390,30,120,65,15,1,0,1,57271,2
"3949",247,0,1,NA,11,1,1,275,50,120,55,5,3,0,1,57271,2
"3950",247,0,1,NA,12,1,1,390,35,130,55,15,1,0,1,57271,2
"3951",247,0,1,NA,13,1,1,345,30,140,65,15,1,0,1,57271,1
"3952",247,0,1,NA,14,1,1,250,40,140,75,20,2,0,1,57271,2
"3953",248,1,0,1,NA,1,1,300,40,155,65,20,0,1,1,22612,2
"3954",248,1,0,2,NA,1,1,345,35,170,35,15,0,1,1,22612,1
"3956",248,0,1,NA,2,1,1,275,50,120,65,10,2,1,1,22612,2
"3957",248,0,1,NA,3,1,1,300,30,140,75,25,2,1,1,22612,2
"3960",248,0,1,NA,6,1,1,300,45,120,35,10,2,1,1,22612,2
"3961",248,0,1,NA,7,1,1,275,30,170,35,25,2,1,1,22612,2
"3962",248,0,1,NA,8,1,1,250,40,170,45,10,2,1,1,22612,2
"3963",248,0,1,NA,9,1,1,250,40,155,75,25,2,1,1,22612,1
"3964",248,0,1,NA,10,1,1,345,35,155,35,10,1,1,1,22612,2
"3966",248,0,1,NA,12,1,1,250,45,140,65,25,2,1,1,22612,2
"3967",248,0,1,NA,13,1,1,250,40,170,35,25,2,1,1,22612,2
"3969",249,1,0,1,NA,1,1,250,45,155,65,15,0,1,0,56287,1
"3970",249,1,0,2,NA,1,1,275,40,130,65,20,0,1,0,56287,2
"3971",249,0,1,NA,1,1,1,390,30,130,75,15,3,1,0,56287,2
"3972",249,0,1,NA,2,1,1,345,45,120,45,5,1,1,0,56287,2
"3973",249,0,1,NA,3,1,1,250,45,120,75,5,2,1,0,56287,1
"3974",249,0,1,NA,4,1,1,300,45,130,75,15,3,1,0,56287,1
"3977",249,0,1,NA,7,1,1,390,40,155,65,25,1,1,0,56287,2
"3978",249,0,1,NA,8,1,1,275,50,155,35,10,3,1,0,56287,2
"3980",249,0,1,NA,10,1,1,390,35,120,75,15,2,1,0,56287,2
"3981",249,0,1,NA,11,1,1,300,30,155,45,25,1,1,0,56287,2
"3982",249,0,1,NA,12,1,1,300,35,155,45,20,1,1,0,56287,2
"3983",249,0,1,NA,13,1,1,250,50,120,55,25,2,1,0,56287,1
"3984",249,0,1,NA,14,1,1,390,35,120,55,10,1,1,0,56287,1
"4002",251,1,0,2,NA,1,1,390,30,170,35,25,0,0,0,17262,2
"4003",251,0,1,NA,1,1,1,390,30,140,55,5,1,0,0,17262,1
"4005",251,0,1,NA,3,1,1,300,30,155,75,25,2,0,0,17262,1
"4006",251,0,1,NA,4,1,1,250,40,170,35,25,2,0,0,17262,1
"4007",251,0,1,NA,5,1,1,275,30,130,75,25,2,0,0,17262,1
"4008",251,0,1,NA,6,1,1,275,45,170,35,10,2,0,0,17262,2
"4009",251,0,1,NA,7,1,1,275,50,120,75,15,3,0,0,17262,1
"4011",251,0,1,NA,9,1,1,390,35,140,55,10,1,0,0,17262,1
"4012",251,0,1,NA,10,1,1,345,35,140,45,25,3,0,0,17262,2
"4013",251,0,1,NA,11,1,1,345,45,120,35,5,1,0,0,17262,2
"4015",251,0,1,NA,13,1,1,275,45,140,65,15,2,0,0,17262,1
"4016",251,0,1,NA,14,1,1,300,45,140,55,10,3,0,0,17262,2
"4019",252,0,1,NA,1,1,1,300,40,170,35,25,2,1,1,56520,2
"4021",252,0,1,NA,3,1,1,345,35,130,65,5,2,1,1,56520,2
"4022",252,0,1,NA,4,1,1,275,40,140,55,20,1,1,1,56520,1
"4023",252,0,1,NA,5,1,1,275,45,130,35,15,3,1,1,56520,2
"4024",252,0,1,NA,6,1,1,250,50,140,55,25,1,1,1,56520,1
"4026",252,0,1,NA,8,1,1,250,35,155,55,20,2,1,1,56520,1
"4027",252,0,1,NA,9,1,1,300,35,140,45,20,2,1,1,56520,2
"4028",252,0,1,NA,10,1,1,390,35,140,75,20,1,1,1,56520,1
"4029",252,0,1,NA,11,1,1,275,50,155,35,20,1,1,1,56520,2
"4030",252,0,1,NA,12,1,1,300,40,170,45,5,1,1,1,56520,2
"4031",252,0,1,NA,13,1,1,345,45,130,45,10,1,1,1,56520,2
"4049",254,1,0,1,NA,1,1,390,30,130,55,5,0,0,1,31569,1
"4052",254,0,1,NA,2,1,1,345,40,130,45,10,1,0,1,31569,2
"4053",254,0,1,NA,3,1,1,345,40,140,45,10,2,0,1,31569,1
"4055",254,0,1,NA,5,1,1,390,30,140,65,25,1,0,1,31569,2
"4056",254,0,1,NA,6,1,1,345,40,120,45,10,1,0,1,31569,2
"4057",254,0,1,NA,7,1,1,300,40,170,45,15,2,0,1,31569,2
"4059",254,0,1,NA,9,1,1,345,45,120,45,10,3,0,1,31569,2
"4060",254,0,1,NA,10,1,1,250,35,170,45,25,2,0,1,31569,2
"4061",254,0,1,NA,11,1,1,390,30,120,65,25,3,0,1,31569,2
"4062",254,0,1,NA,12,1,1,250,50,140,65,20,1,0,1,31569,2
"4066",255,1,0,2,NA,1,1,250,30,170,55,20,0,1,0,26301,1
"4067",255,0,1,NA,1,1,1,275,50,140,35,15,3,1,0,26301,2
"4068",255,0,1,NA,2,1,1,390,40,130,75,15,1,1,0,26301,2
"4070",255,0,1,NA,4,1,1,300,40,170,35,5,3,1,0,26301,2
"4071",255,0,1,NA,5,1,1,345,30,155,55,20,3,1,0,26301,2
"4072",255,0,1,NA,6,1,1,275,40,170,35,25,3,1,0,26301,2
"4073",255,0,1,NA,7,1,1,345,35,130,65,20,3,1,0,26301,1
"4074",255,0,1,NA,8,1,1,300,50,130,75,5,2,1,0,26301,1
"4075",255,0,1,NA,9,1,1,345,35,170,45,5,2,1,0,26301,2
"4077",255,0,1,NA,11,1,1,300,45,140,45,10,3,1,0,26301,1
"4079",255,0,1,NA,13,1,1,250,50,120,75,10,2,1,0,26301,1
"4080",255,0,1,NA,14,1,1,300,35,170,35,25,2,1,0,26301,2
"4081",256,1,0,1,NA,1,1,250,30,140,65,15,0,0,0,66659,2
"4082",256,1,0,2,NA,1,1,345,40,155,45,5,0,0,0,66659,2
"4083",256,0,1,NA,1,1,1,300,35,155,35,15,2,0,0,66659,2
"4084",256,0,1,NA,2,1,1,300,35,155,45,15,3,0,0,66659,2
"4085",256,0,1,NA,3,1,1,250,50,140,75,10,3,0,0,66659,1
"4086",256,0,1,NA,4,1,1,275,35,140,65,20,3,0,0,66659,1
"4087",256,0,1,NA,5,1,1,390,30,130,65,25,1,0,0,66659,1
"4088",256,0,1,NA,6,1,1,390,35,130,35,10,1,0,0,66659,2
"4089",256,0,1,NA,7,1,1,300,45,120,65,5,1,0,0,66659,2
"4090",256,0,1,NA,8,1,1,300,40,155,35,5,2,0,0,66659,2
"4091",256,0,1,NA,9,1,1,390,30,120,55,15,1,0,0,66659,2
"4092",256,0,1,NA,10,1,1,275,40,170,55,25,2,0,0,66659,2
"4093",256,0,1,NA,11,1,1,345,35,170,45,5,2,0,0,66659,2
"4094",256,0,1,NA,12,1,1,275,50,155,55,15,2,0,0,66659,1
"4095",256,0,1,NA,13,1,1,345,35,120,75,10,2,0,0,66659,2
"4096",256,0,1,NA,14,1,1,250,50,120,65,10,1,0,0,66659,1
"4097",257,1,0,1,NA,1,1,250,50,120,65,20,0,1,0,32156,1
"4100",257,0,1,NA,2,1,1,275,45,170,55,25,3,1,0,32156,2
"4101",257,0,1,NA,3,1,1,275,45,155,35,5,1,1,0,32156,1
"4103",257,0,1,NA,5,1,1,390,35,155,65,15,3,1,0,32156,1
"4104",257,0,1,NA,6,1,1,275,40,155,55,5,3,1,0,32156,1
"4105",257,0,1,NA,7,1,1,250,45,170,35,15,3,1,0,32156,2
"4106",257,0,1,NA,8,1,1,275,40,170,35,15,3,1,0,32156,1
"4107",257,0,1,NA,9,1,1,275,30,155,65,25,2,1,0,32156,1
"4108",257,0,1,NA,10,1,1,390,30,120,65,15,1,1,0,32156,2
"4109",257,0,1,NA,11,1,1,275,50,120,55,5,3,1,0,32156,1
"4110",257,0,1,NA,12,1,1,390,35,130,55,15,1,1,0,32156,1
"4112",257,0,1,NA,14,1,1,345,30,140,65,15,1,1,0,32156,1
"4113",258,1,0,1,NA,1,1,390,30,130,65,25,0,0,0,19086,1
"4114",258,1,0,2,NA,1,1,250,40,155,75,25,0,0,0,19086,1
"4116",258,0,1,NA,2,1,1,275,50,120,65,10,2,0,0,19086,2
"4117",258,0,1,NA,3,1,1,300,30,140,75,25,2,0,0,19086,1
"4118",258,0,1,NA,4,1,1,300,40,130,75,10,3,0,0,19086,1
"4119",258,0,1,NA,5,1,1,300,45,120,35,10,2,0,0,19086,2
"4120",258,0,1,NA,6,1,1,275,30,170,35,25,2,0,0,19086,2
"4122",258,0,1,NA,8,1,1,345,35,170,35,15,1,0,0,19086,2
"4123",258,0,1,NA,9,1,1,250,40,170,45,10,2,0,0,19086,2
"4124",258,0,1,NA,10,1,1,345,35,155,35,10,1,0,0,19086,1
"4125",258,0,1,NA,11,1,1,390,35,170,35,25,3,0,0,19086,2
"4127",258,0,1,NA,13,1,1,250,40,170,35,25,2,0,0,19086,1
"4128",258,0,1,NA,14,1,1,300,40,170,65,25,2,0,0,19086,1
"4130",259,1,0,2,NA,1,1,345,50,155,45,5,0,1,0,48976,1
"4131",259,0,1,NA,1,1,1,390,30,130,75,15,3,1,0,48976,2
"4132",259,0,1,NA,2,1,1,345,45,120,45,5,1,1,0,48976,2
"4134",259,0,1,NA,4,1,1,390,30,130,65,20,1,1,0,48976,2
"4135",259,0,1,NA,5,1,1,250,45,155,45,20,1,1,0,48976,2
"4139",259,0,1,NA,9,1,1,275,50,155,35,10,3,1,0,48976,2
"4140",259,0,1,NA,10,1,1,390,35,120,75,15,2,1,0,48976,2
"4141",259,0,1,NA,11,1,1,300,30,155,45,25,1,1,0,48976,2
"4142",259,0,1,NA,12,1,1,300,35,155,45,20,1,1,0,48976,2
"4144",259,0,1,NA,14,1,1,390,35,120,55,10,1,1,0,48976,1
"4148",260,0,1,NA,2,1,1,300,30,170,55,25,2,1,0,36415,2
"4150",260,0,1,NA,4,1,1,300,45,120,55,5,3,1,0,36415,1
"4151",260,0,1,NA,5,1,1,345,30,170,45,10,2,1,0,36415,2
"4152",260,0,1,NA,6,1,1,345,30,120,75,10,2,1,0,36415,2
"4153",260,0,1,NA,7,1,1,250,50,120,45,20,2,1,0,36415,1
"4154",260,0,1,NA,8,1,1,275,35,170,35,20,3,1,0,36415,2
"4155",260,0,1,NA,9,1,1,275,50,120,45,15,3,1,0,36415,2
"4156",260,0,1,NA,10,1,1,275,50,120,45,20,2,1,0,36415,1
"4157",260,0,1,NA,11,1,1,300,45,170,35,5,3,1,0,36415,2
"4158",260,0,1,NA,12,1,1,275,50,130,65,15,3,1,0,36415,1
"4159",260,0,1,NA,13,1,1,345,30,140,75,5,2,1,0,36415,1
"4160",260,0,1,NA,14,1,1,250,50,130,65,10,2,1,0,36415,1
"4161",261,1,0,1,NA,1,1,250,50,120,75,5,0,1,1,67008,1
"4162",261,1,0,2,NA,1,1,390,35,140,55,10,0,1,1,67008,2
"4163",261,0,1,NA,1,1,1,390,40,170,35,5,2,1,1,67008,2
"4164",261,0,1,NA,2,1,1,390,30,140,55,5,1,1,1,67008,2
"4165",261,0,1,NA,3,1,1,300,30,155,75,25,2,1,1,67008,2
"4166",261,0,1,NA,4,1,1,250,40,170,35,25,2,1,1,67008,2
"4167",261,0,1,NA,5,1,1,275,30,130,75,25,2,1,1,67008,2
"4168",261,0,1,NA,6,1,1,275,45,170,35,10,2,1,1,67008,2
"4169",261,0,1,NA,7,1,1,275,50,120,75,15,3,1,1,67008,1
"4170",261,0,1,NA,8,1,1,250,45,170,45,20,2,1,1,67008,2
"4171",261,0,1,NA,9,1,1,345,35,140,45,25,3,1,1,67008,2
"4172",261,0,1,NA,10,1,1,345,45,120,35,5,1,1,1,67008,2
"4173",261,0,1,NA,11,1,1,250,50,130,75,15,3,1,1,67008,2
"4174",261,0,1,NA,12,1,1,390,30,170,35,25,3,1,1,67008,2
"4175",261,0,1,NA,13,1,1,275,45,140,65,15,2,1,1,67008,2
"4176",261,0,1,NA,14,1,1,300,45,140,55,10,3,1,1,67008,2
"4177",262,1,0,1,NA,1,1,275,45,130,35,15,0,0,0,27299,1
"4178",262,1,0,2,NA,1,1,390,35,140,75,20,0,0,0,27299,1
"4179",262,0,1,NA,1,1,1,300,40,170,35,25,2,0,0,27299,2
"4180",262,0,1,NA,2,1,1,345,40,130,55,20,3,0,0,27299,2
"4181",262,0,1,NA,3,1,1,390,35,140,45,20,1,0,0,27299,2
"4182",262,0,1,NA,4,1,1,345,35,130,65,5,2,0,0,27299,2
"4183",262,0,1,NA,5,1,1,275,40,140,55,20,1,0,0,27299,1
"4184",262,0,1,NA,6,1,1,250,50,140,55,25,1,0,0,27299,1
"4185",262,0,1,NA,7,1,1,390,30,130,75,10,2,0,0,27299,1
"4186",262,0,1,NA,8,1,1,250,35,155,55,20,2,0,0,27299,1
"4187",262,0,1,NA,9,1,1,300,35,140,45,20,2,0,0,27299,2
"4189",262,0,1,NA,11,1,1,275,50,155,35,20,1,0,0,27299,2
"4190",262,0,1,NA,12,1,1,300,40,170,45,5,1,0,0,27299,1
"4191",262,0,1,NA,13,1,1,345,45,130,45,10,1,0,0,27299,2
"4192",262,0,1,NA,14,1,1,275,50,120,75,5,3,0,0,27299,2
"4193",263,1,0,1,NA,1,1,250,45,120,75,10,0,1,0,15548,1
"4194",263,1,0,2,NA,1,1,250,40,155,45,25,0,1,0,15548,1
"4196",263,0,1,NA,2,1,1,345,35,140,55,5,3,1,0,15548,1
"4198",263,0,1,NA,4,1,1,300,40,140,55,25,3,1,0,15548,1
"4200",263,0,1,NA,6,1,1,345,40,130,35,20,1,1,0,15548,2
"4201",263,0,1,NA,7,1,1,345,35,130,75,15,2,1,0,15548,1
"4202",263,0,1,NA,8,1,1,345,45,120,45,5,1,1,0,15548,1
"4203",263,0,1,NA,9,1,1,345,30,170,35,15,1,1,0,15548,2
"4204",263,0,1,NA,10,1,1,250,45,155,55,20,1,1,0,15548,1
"4205",263,0,1,NA,11,1,1,300,45,155,65,20,3,1,0,15548,1
"4206",263,0,1,NA,12,1,1,275,50,120,75,15,3,1,0,15548,1
"4225",265,1,0,1,NA,1,1,250,45,170,35,25,0,1,0,22858,1
"4226",265,1,0,2,NA,1,1,300,50,130,75,5,0,1,0,22858,1
"4227",265,0,1,NA,1,1,1,275,50,140,35,15,3,1,0,22858,2
"4228",265,0,1,NA,2,1,1,390,40,130,75,15,1,1,0,22858,1
"4229",265,0,1,NA,3,1,1,390,40,120,75,20,3,1,0,22858,1
"4230",265,0,1,NA,4,1,1,300,40,170,35,5,3,1,0,22858,2
"4231",265,0,1,NA,5,1,1,345,30,155,55,20,3,1,0,22858,2
"4232",265,0,1,NA,6,1,1,275,40,170,35,25,3,1,0,22858,2
"4233",265,0,1,NA,7,1,1,345,35,130,65,20,3,1,0,22858,1
"4234",265,0,1,NA,8,1,1,250,30,170,55,20,3,1,0,22858,1
"4237",265,0,1,NA,11,1,1,300,45,140,45,10,3,1,0,22858,2
"4238",265,0,1,NA,12,1,1,345,30,140,65,20,3,1,0,22858,1
"4239",265,0,1,NA,13,1,1,250,50,120,75,10,2,1,0,22858,2
"4240",265,0,1,NA,14,1,1,300,35,170,35,25,2,1,0,22858,2
"4241",266,1,0,1,NA,1,1,390,30,130,65,25,0,0,0,61576,1
"4242",266,1,0,2,NA,1,1,300,40,155,35,5,0,0,0,61576,1
"4243",266,0,1,NA,1,1,1,250,30,140,65,15,1,0,0,61576,1
"4244",266,0,1,NA,2,1,1,300,35,155,35,15,2,0,0,61576,2
"4245",266,0,1,NA,3,1,1,300,35,155,45,15,3,0,0,61576,1
"4246",266,0,1,NA,4,1,1,250,50,140,75,10,3,0,0,61576,1
"4247",266,0,1,NA,5,1,1,275,35,140,65,20,3,0,0,61576,2
"4248",266,0,1,NA,6,1,1,390,35,130,35,10,1,0,0,61576,2
"4249",266,0,1,NA,7,1,1,300,45,120,65,5,1,0,0,61576,1
"4250",266,0,1,NA,8,1,1,390,30,120,55,15,1,0,0,61576,2
"4251",266,0,1,NA,9,1,1,275,40,170,55,25,2,0,0,61576,2
"4252",266,0,1,NA,10,1,1,345,35,170,45,5,2,0,0,61576,2
"4253",266,0,1,NA,11,1,1,275,50,155,55,15,2,0,0,61576,1
"4254",266,0,1,NA,12,1,1,345,35,120,75,10,2,0,0,61576,2
"4255",266,0,1,NA,13,1,1,250,50,120,65,10,1,0,0,61576,1
"4256",266,0,1,NA,14,1,1,345,40,155,45,5,2,0,0,61576,2
"4257",267,1,0,1,NA,1,1,300,45,155,65,20,0,1,0,70197,2
"4259",267,0,1,NA,1,1,1,275,50,120,45,5,1,1,0,70197,2
"4260",267,0,1,NA,2,1,1,275,45,170,55,25,3,1,0,70197,1
"4261",267,0,1,NA,3,1,1,275,45,155,35,5,1,1,0,70197,2
"4262",267,0,1,NA,4,1,1,390,35,155,65,15,3,1,0,70197,2
"4263",267,0,1,NA,5,1,1,275,40,155,55,5,3,1,0,70197,2
"4264",267,0,1,NA,6,1,1,250,50,120,65,20,2,1,0,70197,2
"4265",267,0,1,NA,7,1,1,250,45,170,35,15,3,1,0,70197,2
"4266",267,0,1,NA,8,1,1,275,40,170,35,15,3,1,0,70197,2
"4267",267,0,1,NA,9,1,1,390,30,120,65,15,1,1,0,70197,2
"4268",267,0,1,NA,10,1,1,275,50,120,55,5,3,1,0,70197,2
"4269",267,0,1,NA,11,1,1,390,35,130,55,15,1,1,0,70197,2
"4270",267,0,1,NA,12,1,1,300,45,170,45,5,1,1,0,70197,1
"4271",267,0,1,NA,13,1,1,345,30,140,65,15,1,1,0,70197,1
"4272",267,0,1,NA,14,1,1,250,40,140,75,20,2,1,0,70197,1
"4273",268,1,0,1,NA,1,1,390,30,130,65,25,0,1,0,21703,1
"4275",268,0,1,NA,1,1,1,250,50,130,55,10,1,1,0,21703,1
"4276",268,0,1,NA,2,1,1,275,50,120,65,10,2,1,0,21703,2
"4277",268,0,1,NA,3,1,1,300,30,140,75,25,2,1,0,21703,1
"4279",268,0,1,NA,5,1,1,300,45,120,35,10,2,1,0,21703,2
"4280",268,0,1,NA,6,1,1,275,30,170,35,25,2,1,0,21703,2
"4281",268,0,1,NA,7,1,1,300,40,155,65,20,1,1,0,21703,2
"4282",268,0,1,NA,8,1,1,345,35,170,35,15,1,1,0,21703,2
"4283",268,0,1,NA,9,1,1,250,40,170,45,10,2,1,0,21703,2
"4284",268,0,1,NA,10,1,1,345,35,155,35,10,1,1,0,21703,1
"4285",268,0,1,NA,11,1,1,390,35,170,35,25,3,1,0,21703,1
"4286",268,0,1,NA,12,1,1,250,45,140,65,25,2,1,0,21703,1
"4287",268,0,1,NA,13,1,1,250,40,170,35,25,2,1,0,21703,2
"4289",269,1,0,1,NA,1,1,390,40,155,65,25,0,0,0,47787,1
"4291",269,0,1,NA,1,1,1,390,30,130,75,15,3,0,0,47787,1
"4292",269,0,1,NA,2,1,1,345,45,120,45,5,1,0,0,47787,2
"4293",269,0,1,NA,3,1,1,250,45,120,75,5,2,0,0,47787,1
"4294",269,0,1,NA,4,1,1,300,45,130,75,15,3,0,0,47787,2
"4295",269,0,1,NA,5,1,1,390,30,130,65,20,1,0,0,47787,1
"4298",269,0,1,NA,8,1,1,275,40,130,65,20,1,0,0,47787,1
